soil_ph,fertility_ec,humidity,sunlight,soil_temp,soil_moisture,label,source
5.9,430,82,1500,27.0,80,Jackfruit,original
5.7,425,85,1100,26.9,81,Jackfruit,original
5.5,410,86,1300,26.7,82,Jackfruit,original
5.6,460,84,1000,27.5,85,Jackfruit,original
6.0,450,83,950,27.8,86,Jackfruit,original
5.4,470,83,1300,27.9,90,Jackfruit,original
4.0,771,79,8280,28.8,99,Jackfruit,original
4.5,810,66,9337,29.3,99,Jackfruit,original
6.8,550,75,2500,29.2,95,Jackfruit,original
6.4,495,81,1650,27.8,92,Jackfruit,original
5.4,470,83,1300,27.9,90,Jackfruit,original
6.5,475,80,1215,27.0,99,Jackfruit,original
6.2,480,82,1500,27.5,90,Jackfruit,original
6.3,460,78,1800,28.2,90,Jackfruit,original
6.1,510,83,1400,28.0,98,Jackfruit,original
5.7,445,84,980,27.2,86,Jackfruit,original
6.0,355,70,12571,33.9,99,Jackfruit,original
5.7,470,84,1050,27.4,89,Jackfruit,original
5.8,490,85,850,26.8,85,Jackfruit,original
5.9,505,84,1100,27.3,88,Jackfruit,original
3.5,898,67,4316,30.7,99,Jackfruit,original
6.0,517,88,1094,28.5,99,Jackfruit,original
6.0,400,80,1000,27.9,80,Jackfruit,original
6.0,435,79,2000,28.1,82,Jackfruit,original
5.5,455,85,1150,27.1,85,Lanzones,original
6.1,415,79,1750,28.3,83,Lanzones,original
6.2,440,80,1450,28.1,88,Lanzones,original
5.9,430,82,1500,27.0,80,Lanzones,original
5.7,425,85,1100,26.9,81,Lanzones,original
5.5,410,86,1300,26.7,82,Lanzones,original
5.6,460,84,1000,27.5,85,Lanzones,original
6.0,450,83,950,27.8,86,Lanzones,original
5.4,470,83,1300,27.9,90,Lanzones,original
4.0,771,79,8280,28.8,99,Lanzones,original
4.5,810,66,9337,29.3,99,Lanzones,original
6.8,550,75,2500,29.2,95,Lanzones,original
6.4,495,81,1650,27.8,92,Lanzones,original
5.4,470,83,1300,27.9,90,Lanzones,original
6.5,475,80,1215,27.0,99,Lanzones,original
6.2,480,82,1500,27.5,90,Lanzones,original
6.3,460,78,1800,28.2,90,Lanzones,original
6.1,510,83,1400,28.0,98,Lanzones,original
5.7,445,84,980,27.2,86,Lanzones,original
6.0,355,70,12571,33.9,99,Lanzones,original
5.7,470,84,1050,27.4,89,Lanzones,original
5.8,490,85,850,26.8,85,Lanzones,original
5.9,505,84,1100,27.3,88,Lanzones,original
3.5,898,67,4316,30.7,99,Lanzones,original
6.0,517,88,1094,28.5,99,Lanzones,original
6.0,400,80,1000,27.9,80,Lanzones,original
6.0,435,79,2000,28.1,82,Lanzones,original
5.5,455,85,1150,27.1,85,Mango,original
6.1,415,79,1750,28.3,83,Mango,original
6.2,440,80,1450,28.1,88,Mango,original
5.9,430,82,1500,27.0,80,Mango,original
5.7,425,85,1100,26.9,81,Mango,original
5.5,410,86,1300,26.7,82,Mango,original
5.6,460,84,1000,27.5,85,Mango,original
6.0,450,83,950,27.8,86,Mango,original
5.4,470,83,1300,27.9,90,Mango,original
4.0,771,79,8280,28.8,99,Mango,original
4.5,810,66,9337,29.3,99,Mango,original
6.8,550,75,2500,29.2,95,Mango,original
6.4,495,81,1650,27.8,92,Mango,original
5.4,470,83,1300,27.9,90,Mango,original
6.5,475,80,1215,27.0,99,Mango,original
6.2,480,82,1500,27.5,90,Mango,original
6.3,460,78,1800,28.2,90,Mango,original
6.1,510,83,1400,28.0,98,Mango,original
5.7,445,84,980,27.2,86,Mango,original
6.0,355,70,12571,33.9,99,Mango,original
5.7,470,84,1050,27.4,89,Mango,original
5.8,490,85,850,26.8,85,Mango,original
5.9,505,84,1100,27.3,88,Mango,original
3.5,898,67,4316,30.7,99,Mango,original
6.0,517,88,1094,28.5,99,Mango,original
6.0,400,80,1000,27.9,80,Mango,original
6.0,435,79,2000,28.1,82,Mango,original
5.5,455,85,1150,27.1,85,Papaya,original
6.1,415,79,1750,28.3,83,Papaya,original
6.2,440,80,1450,28.1,88,Papaya,original
5.9,430,82,1500,27.0,80,Papaya,original
5.7,425,85,1100,26.9,81,Papaya,original
5.5,410,86,1300,26.7,82,Papaya,original
5.6,460,84,1000,27.5,85,Papaya,original
6.0,450,83,950,27.8,86,Papaya,original
5.4,470,83,1300,27.9,90,Papaya,original
4.0,771,79,8280,28.8,99,Papaya,original
4.5,810,66,9337,29.3,99,Papaya,original
6.8,550,75,2500,29.2,95,Papaya,original
6.4,495,81,1650,27.8,92,Papaya,original
5.4,470,83,1300,27.9,90,Papaya,original
6.5,475,80,1215,27.0,99,Papaya,original
6.2,480,82,1500,27.5,90,Papaya,original
6.3,460,78,1800,28.2,90,Papaya,original
6.1,510,83,1400,28.0,98,Papaya,original
5.7,445,84,980,27.2,86,Papaya,original
6.0,355,70,12571,33.9,99,Papaya,original
5.7,470,84,1050,27.4,89,Papaya,original
5.8,490,85,850,26.8,85,Papaya,original
5.9,505,84,1100,27.3,88,Papaya,original
3.5,898,67,4316,30.7,99,Papaya,original
6.0,517,88,1094,28.5,99,Papaya,original
6.0,400,80,1000,27.9,80,Papaya,original
6.0,435,79,2000,28.1,82,Papaya,original
3.5,898,67,4316,30.7,99,Rambutan,original
5.8,490,85,850,26.8,85,Rambutan,original
5.9,505,84,1100,27.3,88,Rambutan,original
6.5,745,81,2090,27.8,99,Rambutan,original
5.9,455,84,1050,27.0,85,Rambutan,original
6.0,435,83,1150,27.4,83,Rambutan,original
5.8,460,85,950,27.2,87,Rambutan,original
5.6,450,86,1000,26.8,84,Rambutan,original
6.1,465,82,1250,27.5,86,Rambutan,original
5.5,445,88,800,26.6,81,Rambutan,original
5.7,440,87,900,26.7,82,Rambutan,original
6.0,517,88,1094,28.5,99,Cassava,original
6.5,465,82,1200,27.6,95,Cassava,original
6.5,485,82,1200,27.5,98,Cassava,original
6.7,470,84,1000,27.1,96,Cassava,original
6.4,475,80,1300,28.3,97,Cassava,original
6.7,460,85,1100,27.3,99,Cassava,original
6.3,505,83,1400,27.6,94,Cassava,original
6.8,480,80,1600,28.0,96,Cassava,original
6.6,495,81,1500,27.9,95,Cassava,original
6.3,460,78,1800,28.2,90,Cassava,original
5.5,455,85,1150,27.1,85,Cassava,original
6.4,500,80,1900,27.7,93,Cassava,original
6.2,530,79,2400,28.2,91,Cassava,original
6.0,525,81,2000,27.8,94,Cassava,original
6.1,515,77,2500,28.4,88,Cassava,original
6.5,490,80,1800,28.0,92,Cassava,original
6.3,505,78,2200,27.5,90,Cassava,original
5.9,485,83,1500,26.9,89,Cassava,original
4.5,359,70,15839,34.6,99,Cassava,original
6.4,495,81,1650,27.8,92,Cassava,original
5.4,470,83,1300,27.9,90,Cassava,original
6.0,517,88,1094,28.5,99,Gabi,original
6.5,465,82,1200,27.6,95,Gabi,original
6.5,485,82,1200,27.5,98,Gabi,original
6.7,470,84,1000,27.1,96,Gabi,original
6.4,475,80,1300,28.3,97,Gabi,original
6.7,460,85,1100,27.3,99,Gabi,original
6.3,505,83,1400,27.6,94,Gabi,original
6.8,480,80,1600,28.0,96,Gabi,original
6.6,495,81,1500,27.9,95,Gabi,original
6.3,460,78,1800,28.2,90,Gabi,original
5.5,455,85,1150,27.1,85,Gabi,original
6.4,500,80,1900,27.7,93,Gabi,original
6.2,530,79,2400,28.2,91,Gabi,original
6.0,525,81,2000,27.8,94,Gabi,original
6.1,515,77,2500,28.4,88,Gabi,original
6.5,490,80,1800,28.0,92,Gabi,original
6.3,505,78,2200,27.5,90,Gabi,original
5.9,485,83,1500,26.9,89,Gabi,original
4.5,359,70,15839,34.6,99,Gabi,original
6.4,495,81,1650,27.8,92,Gabi,original
5.4,470,83,1300,27.9,90,Gabi,original
6.0,517,88,1094,28.5,99,Ginger,original
6.5,465,82,1200,27.6,95,Ginger,original
6.5,485,82,1200,27.5,98,Ginger,original
6.7,470,84,1000,27.1,96,Ginger,original
6.4,475,80,1300,28.3,97,Ginger,original
6.7,460,85,1100,27.3,99,Ginger,original
6.3,505,83,1400,27.6,94,Ginger,original
6.8,480,80,1600,28.0,96,Ginger,original
6.6,495,81,1500,27.9,95,Ginger,original
6.3,460,78,1800,28.2,90,Ginger,original
5.5,455,85,1150,27.1,85,Ginger,original
6.4,500,80,1900,27.7,93,Ginger,original
6.2,530,79,2400,28.2,91,Ginger,original
6.0,525,81,2000,27.8,94,Ginger,original
6.1,515,77,2500,28.4,88,Ginger,original
6.5,490,80,1800,28.0,92,Ginger,original
6.3,505,78,2200,27.5,90,Ginger,original
5.9,485,83,1500,26.9,89,Ginger,original
4.5,359,70,15839,34.6,99,Ginger,original
6.4,495,81,1650,27.8,92,Ginger,original
5.4,470,83,1300,27.9,90,Ginger,original
6.0,517,88,1094,28.5,99,Kamoteng Baging,original
6.5,465,82,1200,27.6,95,Kamoteng Baging,original
6.5,485,82,1200,27.5,98,Kamoteng Baging,original
6.7,470,84,1000,27.1,96,Kamoteng Baging,original
6.4,475,80,1300,28.3,97,Kamoteng Baging,original
6.7,460,85,1100,27.3,99,Kamoteng Baging,original
6.3,505,83,1400,27.6,94,Kamoteng Baging,original
6.8,480,80,1600,28.0,96,Kamoteng Baging,original
6.6,495,81,1500,27.9,95,Kamoteng Baging,original
6.3,460,78,1800,28.2,90,Kamoteng Baging,original
5.5,455,85,1150,27.1,85,Kamoteng Baging,original
6.4,500,80,1900,27.7,93,Kamoteng Baging,original
6.2,530,79,2400,28.2,91,Kamoteng Baging,original
6.0,525,81,2000,27.8,94,Kamoteng Baging,original
6.1,515,77,2500,28.4,88,Kamoteng Baging,original
6.5,490,80,1800,28.0,92,Kamoteng Baging,original
6.3,505,78,2200,27.5,90,Kamoteng Baging,original
5.9,485,83,1500,26.9,89,Kamoteng Baging,original
4.5,359,70,15839,34.6,99,Kamoteng Baging,original
6.4,495,81,1650,27.8,92,Kamoteng Baging,original
5.4,470,83,1300,27.9,90,Kamoteng Baging,original
6.0,517,88,1094,28.5,99,Sweet Potato,original
6.5,465,82,1200,27.6,95,Sweet Potato,original
6.5,485,82,1200,27.5,98,Sweet Potato,original
6.7,470,84,1000,27.1,96,Sweet Potato,original
6.4,475,80,1300,28.3,97,Sweet Potato,original
6.7,460,85,1100,27.3,99,Sweet Potato,original
6.3,505,83,1400,27.6,94,Sweet Potato,original
6.8,480,80,1600,28.0,96,Sweet Potato,original
6.6,495,81,1500,27.9,95,Sweet Potato,original
6.3,460,78,1800,28.2,90,Sweet Potato,original
5.5,455,85,1150,27.1,85,Sweet Potato,original
6.4,500,80,1900,27.7,93,Sweet Potato,original
6.2,530,79,2400,28.2,91,Sweet Potato,original
6.0,525,81,2000,27.8,94,Sweet Potato,original
6.1,515,77,2500,28.4,88,Sweet Potato,original
6.5,490,80,1800,28.0,92,Sweet Potato,original
6.3,505,78,2200,27.5,90,Sweet Potato,original
5.9,485,83,1500,26.9,89,Sweet Potato,original
4.5,359,70,15839,34.6,99,Sweet Potato,original
6.4,495,81,1650,27.8,92,Sweet Potato,original
5.4,470,83,1300,27.9,90,Sweet Potato,original
6.0,517,88,1094,28.5,99,Ube,original
6.5,465,82,1200,27.6,95,Ube,original
6.5,485,82,1200,27.5,98,Ube,original
6.7,470,84,1000,27.1,96,Ube,original
6.4,475,80,1300,28.3,97,Ube,original
6.7,460,85,1100,27.3,99,Ube,original
6.3,505,83,1400,27.6,94,Ube,original
6.8,480,80,1600,28.0,96,Ube,original
6.6,495,81,1500,27.9,95,Ube,original
6.3,460,78,1800,28.2,90,Ube,original
5.5,455,85,1150,27.1,85,Ube,original
6.4,500,80,1900,27.7,93,Ube,original
6.2,530,79,2400,28.2,91,Ube,original
6.0,525,81,2000,27.8,94,Ube,original
6.1,515,77,2500,28.4,88,Ube,original
6.5,490,80,1800,28.0,92,Ube,original
6.3,505,78,2200,27.5,90,Ube,original
5.9,485,83,1500,26.9,89,Ube,original
4.5,359,70,15839,34.6,99,Ube,original
6.4,495,81,1650,27.8,92,Ube,original
5.4,470,83,1300,27.9,90,Ube,original
6.3,525,74,3200,29.1,88,Ampalaya,original
6.7,530,74,3000,29.5,92,Ampalaya,original
5.5,485,76,2400,28.9,87,Ampalaya,original
5.7,420,81,950,28.0,80,Ampalaya,original
5.5,485,76,2400,28.9,87,Ampalaya,original
6.6,535,75,2600,28.7,94,Ampalaya,original
6.7,530,74,3000,29.5,92,Ampalaya,original
6.3,525,74,3200,29.1,88,Ampalaya,original
6.9,540,76,2700,29.0,93,Ampalaya,original
6.9,540,76,2700,29.0,93,Ampalaya,original
6.3,525,74,3200,29.1,88,Eggplant,original
6.7,530,74,3000,29.5,92,Eggplant,original
5.5,485,76,2400,28.9,87,Eggplant,original
5.7,420,81,950,28.0,80,Eggplant,original
5.5,485,76,2400,28.9,87,Eggplant,original
6.6,535,75,2600,28.7,94,Eggplant,original
6.7,530,74,3000,29.5,92,Eggplant,original
6.3,525,74,3200,29.1,88,Eggplant,original
6.9,540,76,2700,29.0,93,Eggplant,original
6.9,540,76,2700,29.0,93,Eggplant,original
6.3,525,74,3200,29.1,88,Pechay,original
6.7,530,74,3000,29.5,92,Pechay,original
5.5,485,76,2400,28.9,87,Pechay,original
5.7,420,81,950,28.0,80,Pechay,original
5.5,485,76,2400,28.9,87,Pechay,original
6.6,535,75,2600,28.7,94,Pechay,original
6.7,530,74,3000,29.5,92,Pechay,original
6.3,525,74,3200,29.1,88,Pechay,original
6.9,540,76,2700,29.0,93,Pechay,original
6.9,540,76,2700,29.0,93,Pechay,original
6.3,525,74,3200,29.1,88,Squash,original
6.7,530,74,3000,29.5,92,Squash,original
5.5,485,76,2400,28.9,87,Squash,original
5.7,420,81,950,28.0,80,Squash,original
5.5,485,76,2400,28.9,87,Squash,original
6.6,535,75,2600,28.7,94,Squash,original
6.7,530,74,3000,29.5,92,Squash,original
6.3,525,74,3200,29.1,88,Squash,original
6.9,540,76,2700,29.0,93,Squash,original
6.9,540,76,2700,29.0,93,Squash,original
6.3,525,74,3200,29.1,88,String Bean,original
6.7,530,74,3000,29.5,92,String Bean,original
5.5,485,76,2400,28.9,87,String Bean,original
5.7,420,81,950,28.0,80,String Bean,original
5.5,485,76,2400,28.9,87,String Bean,original
6.6,535,75,2600,28.7,94,String Bean,original
6.7,530,74,3000,29.5,92,String Bean,original
6.3,525,74,3200,29.1,88,String Bean,original
6.9,540,76,2700,29.0,93,String Bean,original
6.9,540,76,2700,29.0,93,String Bean,original
6.3,525,74,3200,29.1,88,Ube,original
6.7,530,74,3000,29.5,92,Ube,original
5.5,485,76,2400,28.9,87,Ube,original
5.7,420,81,950,28.0,80,Ube,original
5.5,485,76,2400,28.9,87,Ube,original
6.6,535,75,2600,28.7,94,Ube,original
6.7,530,74,3000,29.5,92,Ube,original
6.3,525,74,3200,29.1,88,Ube,original
6.9,540,76,2700,29.0,93,Ube,original
6.9,540,76,2700,29.0,93,Ube,original
6.2,480,82,1500,27.5,90,Maize,original
5.3,520,77,2800,28.8,86,Maize,original
6.0,515,78,2750,28.4,89,Maize,original
6.8,550,75,2500,29.2,95,Maize,original
6.0,515,78,2750,28.4,89,Maize,original
6.2,480,82,1500,27.5,90,Rice,original
5.3,520,77,2800,28.8,86,Rice,original
6.0,515,78,2750,28.4,89,Rice,original
6.8,550,75,2500,29.2,95,Rice,original
6.0,515,78,2750,28.4,89,Rice,original
6.2,480,82,1500,27.5,90,Sweet Sorghum,original
5.3,520,77,2800,28.8,86,Sweet Sorghum,original
6.0,515,78,2750,28.4,89,Sweet Sorghum,original
6.8,550,75,2500,29.2,95,Sweet Sorghum,original
6.0,515,78,2750,28.4,89,Sweet Sorghum,original
5.6,440,85,900,26.9,85,Black Pepper,original
5.6,440,85,900,26.9,85,Black Pepper,original
5.7,400,86,850,27.0,87,Black Pepper,original
5.6,425,88,900,26.8,85,Black Pepper,original
5.5,410,89,800,26.6,89,Black Pepper,original
5.8,430,84,1000,27.3,88,Black Pepper,original
5.9,405,85,950,27.1,86,Black Pepper,original
5.5,415,87,750,26.5,84,Black Pepper,original
5.7,420,83,1050,27.2,85,Black Pepper,original
6.5,475,80,1215,27.0,99,Black Pepper,original
5.5,450,86,700,26.5,87,Black Pepper,original
5.5,450,86,700,26.5,87,Black Pepper,original
6.0,435,79,2000,28.1,82,Black Pepper,original
5.5,485,76,2400,28.9,87,Black Pepper,original
5.6,440,85,900,26.9,85,Cacao,original
5.6,440,85,900,26.9,85,Cacao,original
5.7,400,86,850,27.0,87,Cacao,original
5.6,425,88,900,26.8,85,Cacao,original
5.5,410,89,800,26.6,89,Cacao,original
5.8,430,84,1000,27.3,88,Cacao,original
5.9,405,85,950,27.1,86,Cacao,original
5.5,415,87,750,26.5,84,Cacao,original
5.7,420,83,1050,27.2,85,Cacao,original
6.5,475,80,1215,27.0,99,Cacao,original
5.5,450,86,700,26.5,87,Cacao,original
5.5,450,86,700,26.5,87,Cacao,original
6.0,435,79,2000,28.1,82,Cacao,original
5.5,485,76,2400,28.9,87,Cacao,original
5.6,440,85,900,26.9,85,Coffee,original
5.6,440,85,900,26.9,85,Coffee,original
5.7,400,86,850,27.0,87,Coffee,original
5.6,425,88,900,26.8,85,Coffee,original
5.5,410,89,800,26.6,89,Coffee,original
5.8,430,84,1000,27.3,88,Coffee,original
5.9,405,85,950,27.1,86,Coffee,original
5.5,415,87,750,26.5,84,Coffee,original
5.7,420,83,1050,27.2,85,Coffee,original
6.5,475,80,1215,27.0,99,Coffee,original
5.5,450,86,700,26.5,87,Coffee,original
5.5,450,86,700,26.5,87,Coffee,original
6.0,435,79,2000,28.1,82,Coffee,original
5.5,485,76,2400,28.9,87,Coffee,original
5.6,440,85,900,26.9,85,Calamansi,original
5.6,440,85,900,26.9,85,Calamansi,original
5.7,400,86,850,27.0,87,Calamansi,original
5.6,425,88,900,26.8,85,Calamansi,original
5.5,410,89,800,26.6,89,Calamansi,original
5.8,430,84,1000,27.3,88,Calamansi,original
5.9,405,85,950,27.1,86,Calamansi,original
5.5,415,87,750,26.5,84,Calamansi,original
5.7,420,83,1050,27.2,85,Calamansi,original
6.5,475,80,1215,27.0,99,Calamansi,original
5.5,450,86,700,26.5,87,Calamansi,original
5.5,450,86,700,26.5,87,Calamansi,original
6.0,435,79,2000,28.1,82,Calamansi,original
5.5,485,76,2400,28.9,87,Calamansi,original
5.6,440,85,900,26.9,85,Sili Labuyo,original
5.6,440,85,900,26.9,85,Sili Labuyo,original
5.7,400,86,850,27.0,87,Sili Labuyo,original
5.6,425,88,900,26.8,85,Sili Labuyo,original
5.5,410,89,800,26.6,89,Sili Labuyo,original
5.8,430,84,1000,27.3,88,Sili Labuyo,original
5.9,405,85,950,27.1,86,Sili Labuyo,original
5.5,415,87,750,26.5,84,Sili Labuyo,original
5.7,420,83,1050,27.2,85,Sili Labuyo,original
6.5,475,80,1215,27.0,99,Sili Labuyo,original
5.5,450,86,700,26.5,87,Sili Labuyo,original
5.5,450,86,700,26.5,87,Sili Labuyo,original
6.0,435,79,2000,28.1,82,Sili Labuyo,original
5.5,485,76,2400,28.9,87,Sili Labuyo,original
6.8,405,79,1900,28.0,84,Ipil Ipil,original
6.2,410,78,2200,28.4,83,Ipil Ipil,original
6.8,405,79,1900,28.0,84,Ipil Ipil,original
6.8,405,79,1900,28.0,84,Katuray,original
6.2,410,78,2200,28.4,83,Katuray,original
6.8,405,79,1900,28.0,84,Katuray,original
6.8,405,79,1900,28.0,84,Forage Grass,original
5.7,470,84,1050,27.4,89,Forage Grass,original
5.7,420,81,950,28.0,80,Forage Grass,original
6.1,390,76,1850,28.3,78,Forage Grass,original
4.0,632,62,8077,29.5,99,Forage Grass,original
6.8,405,79,1900,28.0,84,Kulo,original
5.7,470,84,1050,27.4,89,Kulo,original
5.7,420,81,950,28.0,80,Kulo,original
6.1,390,76,1850,28.3,78,Kulo,original
4.0,632,62,8077,29.5,99,Kulo,original
6.8,405,79,1900,28.0,84,Lipote,original
5.7,470,84,1050,27.4,89,Lipote,original
5.7,420,81,950,28.0,80,Lipote,original
6.1,390,76,1850,28.3,78,Lipote,original
4.0,632,62,8077,29.5,99,Lipote,original
6.8,405,79,1900,28.0,84,Orchid,original
5.7,470,84,1050,27.4,89,Orchid,original
5.7,420,81,950,28.0,80,Orchid,original
6.1,390,76,1850,28.3,78,Orchid,original
4.0,632,62,8077,29.5,99,Orchid,original
6.8,405,79,1900,28.0,84,Bamboo,original
5.7,470,84,1050,27.4,89,Bamboo,original
5.7,420,81,950,28.0,80,Bamboo,original
6.1,390,76,1850,28.3,78,Bamboo,original
4.0,632,62,8077,29.5,99,Bamboo,original
5.3,520,77,2800,28.8,86,Pineapple,original
5.4,500,77,2900,28.6,88,Pineapple,original
4.0,594,73,39100,34.1,99,Pineapple,original
5.5,440,76,21062,31.5,99,Pineapple,original
9.0,624,72,43700,33.5,99,Pineapple,original
6.2,523,77,2000,28.4,87,Ampalaya,augmented_smote
5.8,523,75,2560,29.1,88,Ampalaya,augmented_smote
6.4,526,74,3174,29.2,89,Ampalaya,augmented_smote
5.8,523,76,2447,28.9,89,Ampalaya,augmented_smote
6.8,532,76,2683,29.0,93,Ampalaya,augmented_smote
6.8,532,75,2924,29.4,92,Ampalaya,augmented_smote
6.6,532,75,2602,28.7,93,Ampalaya,augmented_smote
6.8,532,75,2789,29.1,93,Ampalaya,augmented_smote
6.1,523,75,2716,29.2,90,Ampalaya,augmented_smote
6.8,532,75,2829,29.2,93,Ampalaya,augmented_smote
6.6,532,75,2954,29.1,90,Ampalaya,augmented_smote
6.2,523,75,2770,29.3,90,Ampalaya,augmented_smote
6.9,532,76,2700,29.0,93,Ampalaya,augmented_smote
6.8,532,75,2913,29.4,92,Ampalaya,augmented_smote
6.8,532,76,2679,29.0,93,Ampalaya,augmented_smote
5.5,523,76,2400,28.9,87,Ampalaya,augmented_smote
6.5,532,75,2588,28.7,93,Ampalaya,augmented_smote
6.3,525,74,3200,29.1,88,Ampalaya,augmented_smote
6.9,532,76,2694,29.0,93,Ampalaya,augmented_smote
6.9,532,76,2700,29.0,93,Ampalaya,augmented_smote
6.3,523,75,2542,28.8,92,Ampalaya,augmented_smote
6.4,526,74,3145,29.2,89,Ampalaya,augmented_smote
6.9,532,76,2700,29.0,93,Ampalaya,augmented_smote
6.5,524,74,2922,29.4,91,Ampalaya,augmented_smote
6.8,532,75,2853,29.3,92,Ampalaya,augmented_smote
6.9,532,76,2695,29.0,93,Ampalaya,augmented_smote
6.3,523,76,2566,29.0,90,Ampalaya,augmented_smote
6.6,529,76,2642,29.0,92,Ampalaya,augmented_smote
6.6,530,75,2526,28.7,93,Ampalaya,augmented_smote
5.5,523,76,2400,28.9,87,Ampalaya,augmented_smote
5.5,523,76,2400,28.9,87,Ampalaya,augmented_smote
6.2,523,75,2738,29.2,90,Ampalaya,augmented_smote
6.8,532,76,2655,28.9,93,Ampalaya,augmented_smote
6.9,532,76,2765,29.1,93,Ampalaya,augmented_smote
6.8,532,75,2793,29.2,93,Ampalaya,augmented_smote
6.3,525,74,3181,29.1,88,Ampalaya,augmented_smote
6.6,528,76,2632,29.0,92,Ampalaya,augmented_smote
6.4,523,75,2832,29.3,91,Ampalaya,augmented_smote
6.7,532,74,2840,29.2,93,Ampalaya,augmented_smote
6.9,532,76,2734,29.0,93,Ampalaya,augmented_smote
6.8,532,76,2823,29.0,92,Ampalaya,augmented_smote
6.4,526,74,3167,29.2,89,Ampalaya,augmented_smote
6.3,523,75,2542,28.8,92,Ampalaya,augmented_smote
5.5,523,76,2400,28.9,87,Ampalaya,augmented_smote
6.8,532,76,2659,28.9,93,Ampalaya,augmented_smote
5.7,523,76,2513,29.0,88,Ampalaya,augmented_smote
6.7,531,76,2653,29.0,92,Ampalaya,augmented_smote
6.9,532,76,2730,29.0,93,Ampalaya,augmented_smote
