soil_ph,fertility_ec,humidity,sunlight,soil_temp,soil_moisture,label
5.9,455,84,1050,27.0,85,Rambutan
6.0,435,83,1150,27.4,83,Rambutan
5.8,460,85,950,27.2,87,Rambutan
5.6,450,86,1000,26.8,84,Rambutan
6.1,465,82,1250,27.5,86,Rambutan
5.5,445,88,800,26.6,81,Rambutan
5.7,440,87,900,26.7,82,Rambutan
6.8,550,75,2500,29.2,95,Rice
6.8,550,75,2500,29.2,95,Banana
6.4,495,81,1650,27.8,92,Banana
5.4,470,83,1300,27.9,90,Banana
6.0,435,79,2000,28.1,82,Calamansi
4.5,359,70,15839,34.6,99,Kamoteng Baging
6.2,410,78,2200,28.4,83,Katuray
5.7,470,84,1050,27.4,89,Kulo
5.7,420,81,950,28.0,80,Lipote
6.1,390,76,1850,28.3,78,Orchid
6.0,435,79,2000,28.1,82,Papaya
6.6,535,75,2600,28.7,94,Pechay
5.3,520,77,2800,28.8,86,Pineapple
5.4,500,77,2900,28.6,88,Pineapple
4.0,594,73,39100,34.1,99,Pineapple
5.5,440,76,21062,31.5,99,Pineapple
9.0,624,72,43700,33.5,99,Pineapple
5.7,420,81,950,28.0,80,Eggplant
5.5,485,76,2400,28.9,87,Eggplant
5.5,485,76,2400,28.9,87,Sili Labuyo
6.7,530,74,3000,29.5,92,Squash
6.3,525,74,3200,29.1,88,Squash
6.4,495,81,1650,27.8,92,Sweet Potato
6.0,515,78,2750,28.4,89,Sweet Sorghum
6.9,540,76,2700,29.0,93,String Bean
6.5,465,82,1200,27.6,95,Gabi
6.5,485,82,1200,27.5,98,Gabi
6.7,470,84,1000,27.1,96,Gabi
6.4,475,80,1300,28.3,97,Gabi
6.7,460,85,1100,27.3,99,Gabi
6.3,505,83,1400,27.6,94,Gabi
6.8,480,80,1600,28.0,96,Gabi
6.6,495,81,1500,27.9,95,Gabi
6.9,540,76,2700,29.0,93,Upo
5.4,470,83,1300,27.9,90,Ube
6.54,524.5,74.0,3213.8,29.28,89.8,Ampalaya
6.74,524.5,74.0,3220.0,29.06,92.0,Ampalaya
6.27,530.5,74.0,2980.0,29.54,87.6,Ampalaya
6.26,530.5,74.0,3194.6,29.24,92.2,Ampalaya
6.68,524.5,74.0,2983.4,29.06,87.6,Ampalaya
6.74,524.5,74.0,3110.7,29.35,87.6,Ampalaya
6.4,524.5,74.0,3007.6,29.2,91.9,Ampalaya
6.52,528.7,74.0,2980.0,29.54,88.8,Ampalaya
6.31,530.5,74.0,3035.5,29.54,91.7,Ampalaya
6.26,524.5,74.0,3109.9,29.06,87.6,Ampalaya
6.74,530.5,74.0,3044.7,29.47,92.4,Ampalaya
6.74,530.3,74.0,3162.5,29.54,87.6,Ampalaya
6.53,524.5,74.0,2980.0,29.06,87.9,Ampalaya
6.32,530.5,74.0,3220.0,29.06,87.6,Ampalaya
6.57,524.5,74.0,3220.0,29.3,89.0,Ampalaya
6.26,524.5,74.0,3220.0,29.54,87.6,Ampalaya
6.26,524.5,74.0,2980.0,29.41,91.9,Ampalaya
6.74,524.5,74.0,2980.0,29.12,92.4,Ampalaya
6.67,527.5,74.0,2980.0,29.54,91.0,Ampalaya
6.29,528.2,74.0,2991.2,29.54,88.5,Ampalaya
6.53,530.5,74.0,2980.0,29.06,91.8,Ampalaya
6.26,530.5,74.0,3220.0,29.42,91.8,Ampalaya
6.35,524.5,74.0,2980.0,29.42,90.0,Ampalaya
6.31,524.5,74.0,2980.0,29.06,92.4,Ampalaya
6.74,524.5,74.0,3126.7,29.54,92.4,Ampalaya
6.74,530.5,74.0,2980.0,29.54,91.7,Ampalaya
6.45,524.5,74.0,3220.0,29.36,91.4,Ampalaya
6.53,524.5,74.0,2990.0,29.37,90.5,Ampalaya
6.71,524.5,74.0,3124.9,29.54,89.5,Ampalaya
6.43,530.5,74.0,3220.0,29.34,91.3,Ampalaya
6.26,530.5,74.0,2980.0,29.31,92.4,Ampalaya
6.5,524.5,74.0,2980.0,29.47,88.8,Ampalaya
6.26,524.5,74.0,3220.0,29.54,87.6,Ampalaya
6.6,530.5,74.0,3220.0,29.06,92.0,Ampalaya
6.46,528.6,74.0,3220.0,29.54,92.4,Ampalaya
6.34,524.5,74.0,3084.0,29.54,87.6,Ampalaya
6.26,524.5,74.0,3220.0,29.54,92.4,Ampalaya
6.51,524.5,74.0,2980.0,29.06,87.6,Ampalaya
6.26,524.5,74.0,3053.7,29.06,90.5,Ampalaya
6.26,524.5,74.0,2985.9,29.06,88.7,Ampalaya
6.26,524.5,74.0,2980.0,29.06,89.0,Ampalaya
6.52,530.5,74.0,3033.4,29.06,91.3,Ampalaya
6.29,524.5,74.0,2980.0,29.06,87.6,Ampalaya
6.71,524.5,74.0,3081.4,29.54,91.4,Ampalaya
6.26,524.5,74.0,2980.0,29.54,92.4,Ampalaya
6.26,526.7,74.0,3003.5,29.2,87.7,Ampalaya
6.26,530.5,74.0,3042.4,29.06,89.9,Ampalaya
6.26,524.5,74.0,3190.1,29.21,89.5,Ampalaya
6.26,527.8,74.0,3008.4,29.3,90.3,Ampalaya
6.44,530.5,74.0,3220.0,29.34,90.4,Ampalaya
6.26,524.5,74.0,3122.5,29.54,90.6,Ampalaya
6.72,524.5,74.0,2980.0,29.51,88.0,Ampalaya
6.74,527.0,74.0,3167.0,29.54,90.6,Ampalaya
6.51,524.5,74.0,3109.5,29.06,88.2,Ampalaya
6.43,525.9,74.0,3220.0,29.06,87.6,Ampalaya
6.26,524.5,74.0,3078.3,29.54,92.4,Ampalaya
6.26,530.5,74.0,3005.8,29.36,92.3,Ampalaya
6.26,524.5,74.0,3140.8,29.54,89.9,Ampalaya
6.43,529.8,74.0,3210.8,29.54,92.4,Ampalaya
6.6,524.5,74.0,3220.0,29.54,87.6,Ampalaya
6.63,524.5,74.0,3136.7,29.06,91.0,Ampalaya
6.26,530.5,74.0,2980.0,29.54,87.6,Ampalaya
6.7,530.5,74.0,3078.4,29.53,88.2,Ampalaya
6.54,524.5,74.0,3220.0,29.54,92.4,Ampalaya
6.63,526.5,74.0,3049.2,29.06,90.5,Ampalaya
6.48,524.5,74.0,3220.0,29.39,88.8,Ampalaya
6.69,524.5,74.0,2980.0,29.06,89.1,Ampalaya
6.26,524.5,74.0,2980.0,29.08,90.8,Ampalaya
6.4,530.5,74.0,3065.6,29.06,92.4,Ampalaya
6.74,530.5,74.0,3029.7,29.06,91.7,Ampalaya
6.73,524.5,74.0,3129.7,29.06,88.5,Ampalaya
6.49,524.5,74.0,2980.0,29.06,87.6,Ampalaya
6.73,524.5,74.0,2992.2,29.35,92.4,Ampalaya
6.74,527.3,74.0,3192.2,29.28,92.4,Ampalaya
6.74,530.5,74.0,3040.5,29.54,87.6,Ampalaya
6.45,530.5,74.0,3220.0,29.54,92.4,Ampalaya
6.74,530.5,74.0,3217.4,29.47,91.4,Ampalaya
6.42,524.5,74.0,3209.8,29.06,88.9,Ampalaya
6.74,524.5,74.0,3220.0,29.09,90.2,Ampalaya
6.31,524.5,74.0,3104.5,29.22,87.6,Ampalaya
6.67,529.8,74.0,2980.0,29.45,92.4,Ampalaya
6.26,530.5,74.0,3108.3,29.54,89.1,Ampalaya
6.74,526.7,74.0,2980.0,29.06,92.4,Ampalaya
6.74,524.5,74.0,3004.6,29.54,89.9,Ampalaya
6.26,530.5,74.0,3030.0,29.5,90.5,Ampalaya
6.26,524.5,74.0,2980.0,29.54,90.9,Ampalaya
6.62,524.5,74.0,3148.6,29.1,87.7,Ampalaya
6.32,530.5,74.0,3220.0,29.54,92.1,Ampalaya
6.74,530.5,74.0,3089.7,29.54,92.4,Ampalaya
6.62,529.4,74.0,2985.3,29.06,92.4,Ampalaya
6.73,524.5,74.0,2996.7,29.2,92.4,Ampalaya
6.4,530.5,74.0,3220.0,29.54,91.5,Ampalaya
6.74,524.5,74.0,3208.8,29.06,88.4,Ampalaya
6.74,524.5,74.0,2980.0,29.45,90.1,Ampalaya
6.26,530.5,74.0,3220.0,29.54,92.1,Ampalaya
6.74,524.5,74.0,3220.0,29.54,87.6,Ampalaya
6.43,526.7,74.0,2980.0,29.18,87.6,Ampalaya
6.44,524.5,74.0,3220.0,29.06,90.7,Ampalaya
5.93,459.9,83.1,907.3,27.74,84.0,Avocado
5.87,455.4,81.6,1285.7,27.68,85.6,Avocado
6.27,424.2,78.3,1686.3,28.46,86.1,Avocado
5.55,459.4,84.6,1152.0,26.87,80.0,Avocado
5.61,444.2,82.9,1401.4,27.44,82.9,Avocado
5.43,405.0,86.7,1428.5,26.54,79.2,Avocado
5.58,418.8,82.2,1668.8,27.32,79.2,Avocado
5.59,408.9,84.8,1358.0,26.9,80.0,Avocado
5.77,430.2,85.6,1095.7,26.8,83.7,Avocado
5.73,442.8,83.6,1197.8,27.28,81.1,Avocado
6.02,459.6,81.5,1003.8,28.46,88.8,Avocado
5.73,453.0,82.7,1279.4,27.35,82.5,Avocado
5.44,422.0,86.7,1194.2,26.54,80.6,Avocado
5.81,463.4,82.3,1262.9,27.3,85.4,Avocado
5.56,452.0,85.3,1171.1,26.77,83.6,Avocado
6.25,406.9,78.3,1830.0,27.73,82.7,Avocado
5.93,419.3,80.7,1626.5,27.56,82.1,Avocado
5.6,418.2,83.6,1589.2,26.85,80.6,Avocado
6.0,431.7,81.3,1238.0,27.9,82.4,Avocado
5.68,431.4,84.0,1342.6,27.24,85.4,Avocado
5.56,405.0,83.9,1608.2,26.81,79.2,Avocado
5.88,445.6,82.2,1263.2,27.77,86.2,Avocado
5.76,445.9,85.9,870.0,27.6,85.6,Avocado
6.01,406.7,78.8,1738.4,28.18,81.6,Avocado
5.84,434.5,82.6,1371.3,27.62,87.4,Avocado
5.89,449.8,81.2,1374.5,27.92,86.4,Avocado
6.17,442.3,78.4,1474.2,28.3,83.7,Avocado
6.27,425.3,78.6,1400.8,28.25,84.2,Avocado
5.92,443.0,81.1,1373.8,27.89,87.1,Avocado
5.43,453.8,86.7,870.0,26.54,81.6,Avocado
5.95,465.0,81.7,1010.2,28.08,88.5,Avocado
5.74,445.3,84.5,1009.9,27.69,87.0,Avocado
5.79,445.4,80.4,1565.3,27.67,81.7,Avocado
5.86,418.5,84.2,1178.2,27.03,79.5,Avocado
5.6,405.0,84.1,1699.1,26.84,79.6,Avocado
5.78,446.9,82.4,1348.0,27.36,83.9,Avocado
5.97,442.3,79.5,1548.0,27.76,81.5,Avocado
6.05,443.4,79.4,1529.1,27.93,85.2,Avocado
5.56,435.9,86.7,926.4,27.29,88.2,Avocado
5.76,454.9,85.4,870.0,27.3,85.2,Avocado
5.47,440.8,86.7,891.5,26.97,84.1,Avocado
6.26,426.6,78.3,1726.7,28.46,86.5,Avocado
5.59,432.8,83.7,1393.4,27.1,80.9,Avocado
5.97,463.2,80.1,1285.9,28.46,88.8,Avocado
5.82,427.5,83.3,1191.4,26.9,79.2,Avocado
5.96,432.3,81.5,1350.1,27.82,83.9,Avocado
5.97,440.8,82.1,1328.5,27.44,85.1,Avocado
6.05,427.2,80.2,1404.9,28.25,86.5,Avocado
5.71,431.8,84.3,1219.0,26.99,80.4,Avocado
6.07,465.0,81.6,1036.2,28.03,88.8,Avocado
5.79,434.3,82.2,1451.8,27.37,81.8,Avocado
6.07,448.6,79.3,1402.0,28.44,88.8,Avocado
5.61,457.4,84.4,1181.3,27.18,86.2,Avocado
6.1,465.0,78.9,1291.9,28.35,86.4,Avocado
6.1,442.5,81.8,1119.5,27.97,86.9,Avocado
5.96,445.7,80.3,1489.9,27.75,83.9,Avocado
5.62,411.9,84.9,1509.4,26.54,79.5,Avocado
5.76,426.1,84.2,1250.4,26.98,80.4,Avocado
5.99,415.6,80.9,1599.5,27.38,79.9,Avocado
5.7,434.2,86.3,1145.8,26.65,83.9,Avocado
5.73,421.9,82.6,1589.6,27.15,81.7,Avocado
6.16,420.7,80.6,1193.1,28.09,80.8,Avocado
5.97,446.8,81.7,1322.9,27.48,84.9,Avocado
5.83,461.3,84.2,1009.0,27.62,88.8,Avocado
5.67,419.5,84.9,1188.7,27.28,81.4,Avocado
5.75,426.7,84.9,1152.1,26.82,80.8,Avocado
5.5,458.0,84.5,1135.9,27.26,84.5,Avocado
5.97,447.7,81.7,1201.5,27.71,85.7,Avocado
5.73,445.8,85.5,948.7,27.04,85.1,Avocado
6.27,405.0,78.3,1830.0,27.73,80.9,Avocado
5.45,455.2,86.4,993.3,26.76,81.8,Avocado
5.96,457.6,82.0,1229.3,27.75,88.5,Avocado
5.52,433.3,86.3,1133.3,26.78,82.1,Avocado
5.88,465.0,84.7,870.0,27.14,85.8,Avocado
5.79,439.9,83.2,1185.4,27.33,83.3,Avocado
5.66,415.6,84.9,1272.0,26.54,79.2,Avocado
5.98,439.9,79.0,1603.1,27.84,82.4,Avocado
5.76,425.2,84.5,1140.2,26.96,79.9,Avocado
5.43,465.0,86.7,917.3,26.76,85.1,Avocado
6.1,457.5,81.4,1140.8,28.09,88.8,Avocado
5.63,420.3,84.4,1350.5,27.17,81.6,Avocado
5.57,405.0,84.4,1541.0,27.16,82.7,Avocado
5.97,428.1,82.3,1393.8,27.16,82.7,Avocado
5.93,441.7,83.1,1154.8,27.35,84.2,Avocado
5.86,420.6,83.6,1207.9,27.5,83.6,Avocado
5.69,424.2,84.6,1317.5,26.81,80.1,Avocado
6.06,431.3,82.2,1274.3,27.09,81.9,Avocado
6.27,437.7,78.3,1688.8,28.46,88.8,Avocado
5.86,429.5,81.3,1583.4,27.26,80.2,Avocado
5.76,442.7,82.6,1177.0,27.83,84.5,Avocado
5.65,465.0,85.1,870.0,27.35,86.3,Avocado
5.85,418.0,83.1,1373.3,27.21,81.0,Avocado
6.3,438.6,71.4,496.3,28.79,89.1,Banana
5.77,449.7,84.7,571.7,27.65,91.0,Banana
4.39,546.3,81.9,3450.6,27.65,90.6,Banana
5.95,681.8,71.1,5913.3,29.04,97.4,Banana
7.08,503.1,75.5,1508.8,28.69,93.3,Banana
4.79,793.2,75.3,8417.1,29.45,99.9,Banana
6.74,436.0,84.7,496.3,27.65,89.1,Banana
5.91,591.4,79.9,3611.5,28.89,95.8,Banana
5.36,576.5,72.1,3817.5,28.76,92.5,Banana
5.31,624.4,77.7,4901.2,28.1,94.6,Banana
4.96,676.9,78.6,6034.7,28.41,96.5,Banana
6.6,436.0,83.5,496.3,27.65,89.1,Banana
5.27,694.2,72.5,6243.6,29.34,97.4,Banana
6.75,586.6,69.9,3571.6,29.09,95.0,Banana
7.08,436.0,83.3,496.3,27.95,89.1,Banana
5.35,536.0,84.3,2843.2,27.65,92.2,Banana
6.17,551.6,76.5,2984.9,28.31,93.3,Banana
5.74,576.8,73.6,3694.3,28.61,93.3,Banana
6.7,436.0,84.7,496.3,27.65,89.1,Banana
5.94,542.0,76.7,2698.8,28.72,93.1,Banana
4.92,648.9,77.7,5473.2,28.38,95.2,Banana
4.31,619.2,81.0,4836.1,28.5,94.0,Banana
5.93,545.0,79.7,2860.4,28.1,93.1,Banana
4.31,721.2,79.6,7086.5,28.7,97.7,Banana
4.03,739.4,82.0,7484.2,28.7,98.4,Banana
5.36,636.5,75.2,4995.8,28.84,95.5,Banana
7.08,488.8,75.8,1217.6,28.63,92.7,Banana
6.5,436.0,84.7,496.3,27.65,89.1,Banana
3.72,844.0,72.6,10140.7,29.29,99.9,Banana
4.92,502.1,83.7,2243.5,27.65,90.2,Banana
3.72,844.0,70.3,10140.7,29.31,99.9,Banana
4.98,519.5,84.7,2622.0,27.65,91.0,Banana
4.07,720.3,76.5,7126.0,29.12,97.0,Banana
4.9,659.3,77.5,5823.2,28.08,95.2,Banana
4.95,615.3,77.1,4777.3,28.28,93.8,Banana
3.72,844.0,72.4,10140.7,28.86,99.9,Banana
4.76,744.5,72.1,7546.5,29.31,98.4,Banana
6.52,646.4,71.4,4791.9,29.44,97.6,Banana
5.9,663.1,71.6,5446.5,29.17,96.9,Banana
4.92,729.1,67.0,7475.7,28.99,96.5,Banana
4.11,826.5,66.8,9584.4,29.45,99.9,Banana
5.35,598.9,82.9,3985.7,28.46,95.3,Banana
6.88,541.3,69.2,2629.8,28.87,93.2,Banana
7.08,436.0,78.7,496.3,27.65,89.1,Banana
6.86,436.0,83.9,496.3,27.65,89.1,Banana
5.69,446.3,84.7,531.7,27.78,90.5,Banana
7.08,438.1,79.9,496.3,27.65,90.9,Banana
6.49,572.8,75.5,3310.0,28.55,94.7,Banana
6.79,585.3,66.7,3476.4,29.45,95.0,Banana
5.25,567.1,80.0,3487.8,28.3,93.1,Banana
3.9,585.4,84.7,4255.8,27.65,92.5,Banana
4.52,733.6,74.1,7372.6,29.11,97.8,Banana
7.08,596.2,75.3,3353.5,29.36,97.5,Banana
5.12,831.1,64.3,9443.4,29.45,99.9,Banana
6.28,436.0,84.2,496.3,28.08,90.4,Banana
4.81,766.9,68.9,8282.9,28.97,98.1,Banana
5.69,522.8,79.5,2445.8,28.12,91.9,Banana
7.08,436.0,80.2,496.3,28.02,90.2,Banana
7.08,436.0,84.7,496.3,27.65,89.1,Banana
4.26,746.8,75.9,7739.3,28.93,98.0,Banana
5.03,678.7,73.6,6054.3,28.99,96.3,Banana
4.64,727.8,76.3,7201.1,28.87,97.9,Banana
6.03,686.7,70.8,5782.0,29.45,98.4,Banana
5.2,694.9,73.8,6243.9,29.3,97.6,Banana
5.71,597.8,78.1,3989.5,28.62,95.0,Banana
5.06,568.4,84.7,3397.1,28.27,93.9,Banana
6.73,498.5,79.6,1428.1,28.52,93.2,Banana
4.01,617.0,81.6,4913.1,28.34,93.4,Banana
3.85,771.6,72.2,8478.9,29.19,97.8,Banana
4.34,740.1,69.3,7685.2,29.36,96.9,Banana
6.42,453.2,83.6,497.9,28.12,91.4,Banana
4.86,637.6,78.6,5168.8,28.49,95.0,Banana
4.93,739.9,67.2,7560.1,29.4,97.5,Banana
4.2,689.9,74.2,6764.9,28.35,94.8,Banana
5.92,479.9,80.8,1497.0,27.73,90.5,Banana
4.84,514.7,84.7,2113.0,27.74,92.8,Banana
5.36,663.6,83.2,5507.2,28.17,97.4,Banana
7.08,448.7,78.8,496.3,28.83,92.4,Banana
5.0,436.0,84.7,496.3,27.65,89.1,Banana
5.06,591.0,81.4,4201.8,27.78,93.4,Banana
4.55,591.8,83.9,4236.3,27.91,93.3,Banana
4.9,642.7,79.1,5246.5,28.49,95.4,Banana
5.35,551.2,84.7,3040.4,27.92,93.3,Banana
5.42,520.5,83.9,2446.8,27.7,91.9,Banana
5.96,632.7,71.0,4842.5,28.97,95.6,Banana
4.78,624.3,78.9,4948.0,28.3,94.3,Banana
4.74,651.4,84.7,5294.7,27.68,97.1,Banana
5.08,783.8,69.5,8281.3,29.45,99.9,Banana
7.08,436.0,82.6,496.3,27.99,89.1,Banana
5.0,523.4,82.7,2597.3,27.97,91.3,Banana
4.7,756.2,75.6,7825.8,28.91,99.0,Banana
3.95,821.0,67.4,9853.6,28.86,98.3,Banana
6.39,528.6,74.1,2364.3,28.71,92.8,Banana
4.22,657.6,77.9,6049.8,27.89,93.9,Banana
5.9,444.0,82.4,1007.0,27.26,83.5,Cacao
5.61,397.6,86.3,720.0,26.88,88.8,Cacao
5.76,406.9,84.1,1052.0,27.31,89.0,Cacao
5.66,396.0,88.2,729.7,26.6,86.5,Cacao
5.7,415.5,85.4,1006.4,27.2,88.8,Cacao
5.52,417.7,85.6,720.0,26.69,86.9,Cacao
5.72,415.1,83.2,782.6,26.89,83.5,Cacao
5.77,444.0,82.4,1080.0,27.38,87.2,Cacao
5.84,396.0,85.8,972.9,27.1,87.7,Cacao
5.69,444.0,82.4,1080.0,27.38,84.4,Cacao
5.91,409.1,83.4,1080.0,27.38,89.4,Cacao
5.46,422.1,87.5,828.4,26.42,84.9,Cacao
5.75,444.0,82.4,1080.0,27.38,83.5,Cacao
5.57,408.5,85.3,755.2,26.42,83.5,Cacao
5.72,405.9,83.2,921.5,27.08,85.2,Cacao
5.6,424.9,89.0,833.0,26.72,87.3,Cacao
5.94,429.2,82.9,1080.0,27.38,87.1,Cacao
5.46,421.6,89.6,720.0,26.42,86.0,Cacao
5.49,411.6,87.9,755.5,26.55,87.3,Cacao
5.83,400.3,83.0,980.6,27.2,83.5,Cacao
5.69,426.3,87.1,946.8,26.96,88.4,Cacao
5.83,443.3,82.4,1080.0,27.38,85.0,Cacao
5.51,403.4,86.6,943.5,26.74,86.5,Cacao
5.63,420.2,83.7,865.2,26.82,83.5,Cacao
5.49,426.3,89.3,720.0,26.42,83.5,Cacao
5.94,419.5,82.4,1080.0,27.38,83.7,Cacao
5.54,436.7,85.9,762.4,26.56,84.0,Cacao
5.61,396.0,87.7,858.9,26.84,87.7,Cacao
5.8,396.0,88.1,881.2,26.9,88.8,Cacao
5.74,443.2,86.7,1074.1,27.08,84.0,Cacao
5.72,402.0,87.9,720.0,26.5,83.6,Cacao
5.46,424.0,84.1,783.5,26.42,83.6,Cacao
5.77,428.2,84.8,873.5,27.19,87.7,Cacao
5.9,423.5,82.4,1080.0,27.38,83.5,Cacao
5.68,424.1,84.9,846.1,26.92,83.5,Cacao
5.93,432.9,82.4,1080.0,27.38,83.5,Cacao
5.75,396.0,87.1,825.7,26.78,88.4,Cacao
5.56,409.1,89.3,720.0,26.44,86.7,Cacao
5.71,419.9,84.4,946.5,27.03,83.5,Cacao
5.82,400.6,85.4,923.7,27.07,87.0,Cacao
5.46,434.4,88.4,786.8,26.42,87.7,Cacao
5.64,411.2,87.5,751.9,26.65,87.2,Cacao
5.57,414.2,88.6,720.0,26.42,85.9,Cacao
5.84,396.0,84.1,1061.5,27.37,87.2,Cacao
5.69,436.4,83.1,985.3,27.17,84.3,Cacao
5.74,433.7,83.8,1015.9,27.38,88.8,Cacao
5.58,419.3,85.3,933.4,26.94,87.1,Cacao
5.79,438.1,82.4,1080.0,27.38,83.5,Cacao
5.71,444.0,82.5,1051.2,27.38,86.9,Cacao
5.9,405.8,84.8,871.3,26.84,83.5,Cacao
5.57,432.1,83.0,1005.0,26.86,83.5,Cacao
5.71,428.7,84.5,1016.9,27.07,85.1,Cacao
5.79,415.6,85.6,954.2,27.02,83.5,Cacao
5.67,430.2,85.7,960.2,26.7,83.5,Cacao
5.82,401.7,85.2,845.1,26.98,84.9,Cacao
5.59,418.0,88.5,761.5,26.65,89.5,Cacao
5.63,404.0,88.9,763.6,26.65,86.5,Cacao
5.52,441.0,83.4,1060.7,26.89,84.9,Cacao
5.68,412.7,85.2,931.8,27.07,83.5,Cacao
5.5,396.0,89.6,720.0,26.42,86.3,Cacao
5.55,412.2,89.6,720.0,26.42,83.5,Cacao
5.65,440.0,86.4,922.6,27.22,89.3,Cacao
5.66,396.0,89.6,720.0,26.42,87.9,Cacao
5.62,404.2,87.9,936.0,27.01,89.5,Cacao
5.58,444.0,83.8,993.7,27.03,83.9,Cacao
5.75,440.0,85.3,1080.0,27.01,84.7,Cacao
5.84,438.0,82.4,1080.0,27.38,84.7,Cacao
5.66,408.9,86.1,1035.6,27.16,87.8,Cacao
5.46,444.0,85.6,732.4,26.72,87.2,Cacao
5.83,396.0,85.5,1035.0,27.33,88.1,Cacao
5.75,408.7,83.7,1045.2,27.12,85.0,Cacao
5.86,415.7,82.4,1080.0,27.38,83.5,Cacao
5.74,424.8,83.3,1019.5,27.15,83.5,Cacao
5.64,397.9,85.3,874.3,26.88,89.5,Cacao
5.72,434.0,84.7,994.7,27.14,87.6,Cacao
5.64,396.0,89.6,720.0,26.42,84.0,Cacao
5.59,433.1,85.3,902.5,26.67,83.5,Cacao
5.68,414.4,87.0,824.4,26.61,83.5,Cacao
5.57,405.5,89.0,786.4,26.61,87.1,Cacao
5.51,444.0,87.0,720.0,26.42,83.5,Cacao
5.66,407.6,87.1,893.1,26.87,89.2,Cacao
5.72,400.0,88.5,1013.3,27.36,89.5,Cacao
5.77,423.4,87.6,932.4,27.12,89.5,Cacao
5.58,404.4,88.7,720.0,26.42,84.8,Cacao
5.57,438.0,83.3,807.3,26.94,84.9,Cacao
5.64,429.0,87.2,1019.1,26.84,83.8,Cacao
5.57,425.3,86.9,830.1,26.53,85.4,Cacao
5.94,396.0,85.2,1049.9,27.38,89.5,Cacao
5.73,412.7,83.8,968.3,27.1,86.4,Cacao
5.72,398.2,88.9,796.0,26.61,85.8,Cacao
5.75,417.8,83.2,1080.0,27.38,87.0,Cacao
5.89,396.7,82.4,1054.4,27.38,88.2,Cacao
5.45,433.5,86.7,650.4,26.87,85.4,Calamansi
6.0,433.5,86.7,570.0,26.63,87.5,Calamansi
5.81,451.5,86.7,856.8,27.52,83.6,Calamansi
5.54,433.5,86.6,748.0,28.22,84.1,Calamansi
5.73,435.7,81.5,1023.5,26.34,82.6,Calamansi
6.05,443.3,84.3,1265.6,27.18,82.1,Calamansi
5.91,433.5,85.4,2130.0,27.46,82.3,Calamansi
6.05,433.5,85.6,1131.9,26.34,83.3,Calamansi
5.84,448.8,78.3,1574.5,27.56,87.5,Calamansi
6.05,451.5,81.0,685.9,28.26,86.7,Calamansi
5.93,447.1,78.3,2130.0,27.74,85.5,Calamansi
6.04,433.5,79.7,1878.6,26.81,84.3,Calamansi
5.7,433.5,79.4,2130.0,26.5,85.7,Calamansi
6.05,433.5,78.3,587.0,26.96,87.5,Calamansi
