soil_ph,fertility_ec,humidity,sunlight,soil_temp,soil_moisture,label,source
6.8,405,79,1900,28.0,84,Maize,original
6.5,475,80,1215,27.0,99,Coffee,original
5.5,450,86,700,26.5,87,Coffee,original
6.5,474,81,1215,27.0,98,Coffee,original
5.6,456,85,720,26.5,88,Coffee,original
6.5,470,83,1235,27.0,97,Coffee,original
5.7,456,85,720,26.5,88,Coffee,original
6.8,405,79,1900,28.0,84,Forage Grass,original
6.8,550,75,2500,29.2,95,Forage Grass,original
6.2,480,82,1500,27.5,90,Forage Grass,original
5.3,520,77,2800,28.8,86,Forage Grass,original
6.0,515,78,2750,28.4,89,Forage Grass,original
6.0,515,78,2750,28.4,89,Forage Grass,original
6.2,480,82,1500,27.5,90,Forage Grass,original
5.3,520,77,2800,28.8,86,Forage Grass,original
6.3,460,78,1800,28.2,90,Ginger,original
5.5,455,85,1150,27.1,85,Ginger,original
6.4,500,80,1900,27.7,93,Ginger,original
6.2,530,79,2400,28.2,91,Ginger,original
6.0,525,81,2000,27.8,94,Ginger,original
6.1,515,77,2500,28.4,88,Ginger,original
6.5,490,80,1800,28.0,92,Ginger,original
6.3,505,78,2200,27.5,90,Ginger,original
5.9,485,83,1500,26.9,89,Ginger,original
6.2,410,78,2200,28.4,83,Ipil Ipil,original
6.8,405,79,1900,28.0,84,Ipil Ipil,original
5.7,470,84,1050,27.4,89,Jackfruit,original
6.8,405,79,1900,28.0,84,Jackfruit,original
5.7,420,81,950,28.0,80,Jackfruit,original
6.1,390,76,1850,28.3,78,Jackfruit,original
4.0,632,62,8077,29.5,99,Jackfruit,original
6.0,517,88,1094,28.5,99,Mango,original
6.0,400,80,1000,27.9,80,Mango,original
5.8,490,85,850,26.8,85,Lanzones,original
5.9,505,84,1100,27.3,88,Lanzones,original
3.5,898,67,4316,30.7,99,Lanzones,original
5.8,490,85,850,26.8,85,Rambutan,original
5.9,505,84,1100,27.3,88,Rambutan,original
6.5,745,81,2090,27.8,99,Rambutan,original
5.9,455,84,1050,27.0,85,Rambutan,original
6.0,435,83,1150,27.4,83,Rambutan,original
5.8,460,85,950,27.2,87,Rambutan,original
5.6,450,86,1000,26.8,84,Rambutan,original
6.1,465,82,1250,27.5,86,Rambutan,original
5.5,445,88,800,26.6,81,Rambutan,original
5.7,440,87,900,26.7,82,Rambutan,original
6.8,550,75,2500,29.2,95,Rice,original
6.2,480,82,1500,27.5,90,Rice,original
5.3,520,77,2800,28.8,86,Rice,original
6.0,515,78,2750,28.4,89,Rice,original
6.0,515,78,2750,28.4,89,Rice,original
6.2,480,82,1500,27.5,90,Rice,original
5.3,520,77,2800,28.8,86,Rice,original
6.8,405,79,1900,28.0,84,Rice,original
6.8,550,75,2500,29.2,95,Banana,original
6.4,495,81,1650,27.8,92,Banana,original
5.4,470,83,1300,27.9,90,Banana,original
4.0,771,79,8280,28.8,99,Banana,original
4.5,810,66,9337,29.3,99,Banana,original
4.5,359,70,15839,34.6,99,Kamoteng Baging,original
6.0,517,88,1094,28.5,99,Kamoteng Baging,original
6.5,465,82,1200,27.6,95,Kamoteng Baging,original
6.5,485,82,1200,27.5,98,Kamoteng Baging,original
6.7,470,84,1000,27.1,96,Kamoteng Baging,original
6.4,475,80,1300,28.3,97,Kamoteng Baging,original
6.7,460,85,1100,27.3,99,Kamoteng Baging,original
6.3,505,83,1400,27.6,94,Kamoteng Baging,original
6.8,480,80,1600,28.0,96,Kamoteng Baging,original
6.6,495,81,1500,27.9,95,Kamoteng Baging,original
6.3,460,78,1800,28.2,90,Kamoteng Baging,original
5.5,455,85,1150,27.1,85,Kamoteng Baging,original
6.4,500,80,1900,27.7,93,Kamoteng Baging,original
6.2,530,79,2400,28.2,91,Kamoteng Baging,original
6.0,525,81,2000,27.8,94,Kamoteng Baging,original
6.1,515,77,2500,28.4,88,Kamoteng Baging,original
6.5,490,80,1800,28.0,92,Kamoteng Baging,original
6.3,505,78,2200,27.5,90,Kamoteng Baging,original
5.9,485,83,1500,26.9,89,Kamoteng Baging,original
4.5,359,70,15839,34.6,99,Kamoteng Baging,original
6.4,495,81,1650,27.8,92,Kamoteng Baging,original
5.4,470,83,1300,27.9,90,Kamoteng Baging,original
6.2,410,78,2200,28.4,83,Katuray,original
6.8,405,79,1900,28.0,84,Katuray,original
5.7,470,84,1050,27.4,89,Kulo,original
5.7,470,84,1050,27.4,89,Kulo,original
6.8,405,79,1900,28.0,84,Kulo,original
5.7,420,81,950,28.0,80,Kulo,original
6.1,390,76,1850,28.3,78,Kulo,original
4.0,632,62,8077,29.5,99,Kulo,original
5.7,420,81,950,28.0,80,Lipote,original
5.5,485,76,2400,28.9,87,Lipote,original
5.5,485,76,2400,28.9,87,Sili Labuyo,original
6.1,390,76,1850,28.3,78,Orchid,original
6.8,405,79,1900,28.0,84,Orchid,original
5.7,470,84,1050,27.4,89,Orchid,original
5.7,420,81,950,28.0,80,Orchid,original
4.0,632,62,8077,29.5,99,Orchid,original
6.0,435,79,2000,28.1,82,Papaya,original
5.5,450,86,700,26.5,87,Papaya,original
6.6,535,75,2600,28.7,94,Pechay,original
6.9,540,76,2700,29.0,93,Pechay,original
5.3,520,77,2800,28.8,86,Pineapple,original
5.4,500,77,2900,28.6,88,Pineapple,original
4.0,594,73,39100,34.1,99,Pineapple,original
5.5,440,76,21062,31.5,99,Pineapple,original
9.0,624,72,43700,33.5,99,Pineapple,original
5.7,420,81,950,28.0,80,Eggplant,original
5.5,485,76,2400,28.9,87,Eggplant,original
5.5,485,76,2400,28.9,87,Sili Labuyo,original
5.7,420,81,950,28.0,80,Sili Labuyo,original
6.7,530,74,3000,29.5,92,Squash,original
6.3,525,74,3200,29.1,88,Squash,original
6.3,526,72,3180,29.2,89,Squash,original
6.7,529,73,3010,29.2,87,Squash,original
6.3,527,71,3160,29.0,90,Squash,original
6.7,528,73,3050,29.2,91,Squash,original
6.4,495,81,1650,27.8,92,Sweet Potato,original
6.8,550,75,2500,29.2,95,Sweet Potato,original
5.4,470,83,1300,27.9,90,Sweet Potato,original
4.0,771,79,8280,28.8,99,Sweet Potato,original
4.5,810,66,9337,29.3,99,Sweet Potato,original
6.0,515,78,2750,28.4,89,Sweet Sorghum,original
6.2,480,82,1500,27.5,90,Sweet Sorghum,original
5.3,520,77,2800,28.8,86,Sweet Sorghum,original
6.0,515,78,2750,28.4,89,Sweet Sorghum,original
6.2,480,82,1500,27.5,90,Sweet Sorghum,original
5.3,520,77,2800,28.8,86,Sweet Sorghum,original
6.9,540,76,2700,29.0,93,String Bean,original
6.6,535,75,2600,28.7,94,String Bean,original
6.5,465,82,1200,27.6,95,Gabi,original
6.5,485,82,1200,27.5,98,Gabi,original
6.7,470,84,1000,27.1,96,Gabi,original
6.4,475,80,1300,28.3,97,Gabi,original
6.7,460,85,1100,27.3,99,Gabi,original
6.3,505,83,1400,27.6,94,Gabi,original
6.8,480,80,1600,28.0,96,Gabi,original
6.6,495,81,1500,27.9,95,Gabi,original
6.9,540,76,2700,29.0,93,Upo,original
6.9,540,76,2700,29.0,93,Upo,original
6.6,535,75,2600,28.7,94,Upo,original
5.4,470,83,1300,27.9,90,Ube,original
6.8,550,75,2500,29.2,95,Ube,original
6.4,495,81,1650,27.8,92,Ube,original
5.4,470,83,1300,27.9,90,Ube,original
4.0,771,79,8280,28.8,99,Ube,original
4.5,810,66,9337,29.3,99,Ube,original
6.3,525,74,3200,29.1,88,Ampalaya,original
6.7,530,74,3000,29.5,92,Ampalaya,original
6.3,526,72,3180,29.2,89,Ampalaya,original
6.7,529,73,3010,29.2,87,Ampalaya,original
6.3,527,71,3160,29.0,90,Ampalaya,original
6.7,528,73,3050,29.2,91,Ampalaya,original
6.6,529,73,3033,29.2,87,Ampalaya,augmented_smote
6.6,528,73,3073,29.2,91,Ampalaya,augmented_smote
6.7,529,73,3011,29.2,87,Ampalaya,augmented_smote
6.5,528,74,3084,29.3,90,Ampalaya,augmented_smote
6.7,530,74,3003,29.4,90,Ampalaya,augmented_smote
6.3,527,72,3162,29.0,90,Ampalaya,augmented_smote
6.7,530,74,3001,29.5,91,Ampalaya,augmented_smote
6.7,530,74,3001,29.5,91,Ampalaya,augmented_smote
6.3,526,72,3170,29.1,89,Ampalaya,augmented_smote
6.6,528,74,3074,29.4,91,Ampalaya,augmented_smote
6.7,528,73,3042,29.2,91,Ampalaya,augmented_smote
6.3,526,72,3159,29.2,89,Ampalaya,augmented_smote
6.6,528,72,3084,29.1,91,Ampalaya,augmented_smote
6.6,528,73,3044,29.2,87,Ampalaya,augmented_smote
6.3,526,73,3188,29.2,89,Ampalaya,augmented_smote
6.4,527,72,3135,29.2,88,Ampalaya,augmented_smote
6.4,526,74,3137,29.1,88,Ampalaya,augmented_smote
6.6,529,74,3049,29.4,91,Ampalaya,augmented_smote
6.7,529,73,3007,29.3,88,Ampalaya,augmented_smote
6.3,525,74,3198,29.1,88,Ampalaya,augmented_smote
6.7,530,74,3004,29.5,92,Ampalaya,augmented_smote
6.6,529,74,3027,29.5,92,Ampalaya,augmented_smote
6.7,529,73,3007,29.3,88,Ampalaya,augmented_smote
6.3,527,72,3168,29.0,90,Ampalaya,augmented_smote
6.6,527,73,3076,29.2,90,Ampalaya,augmented_smote
6.7,528,73,3032,29.2,89,Ampalaya,augmented_smote
6.3,526,72,3179,29.2,89,Ampalaya,augmented_smote
6.7,529,73,3018,29.2,88,Ampalaya,augmented_smote
6.4,527,73,3119,29.3,90,Ampalaya,augmented_smote
6.6,528,73,3079,29.2,91,Ampalaya,augmented_smote
6.3,525,73,3191,29.1,88,Ampalaya,augmented_smote
6.5,528,72,3067,29.1,88,Ampalaya,augmented_smote
6.7,530,74,3000,29.5,92,Ampalaya,augmented_smote
6.3,526,73,3186,29.1,89,Ampalaya,augmented_smote
6.3,526,72,3179,29.0,89,Ampalaya,augmented_smote
6.5,527,73,3082,29.2,87,Ampalaya,augmented_smote
6.3,527,72,3142,29.1,90,Ampalaya,augmented_smote
6.7,529,74,3019,29.4,92,Ampalaya,augmented_smote
6.4,528,72,3104,29.2,91,Ampalaya,augmented_smote
6.7,529,73,3010,29.2,87,Ampalaya,augmented_smote
6.4,527,72,3121,29.1,90,Ampalaya,augmented_smote
6.3,527,72,3165,29.0,90,Ampalaya,augmented_smote
6.3,526,72,3181,29.2,89,Ampalaya,augmented_smote
6.5,528,73,3106,29.3,90,Ampalaya,augmented_smote
6.7,529,73,3017,29.2,87,Ampalaya,augmented_smote
6.7,529,73,3008,29.2,88,Ampalaya,augmented_smote
6.4,525,74,3181,29.1,88,Ampalaya,augmented_smote
6.7,529,73,3026,29.3,91,Ampalaya,augmented_smote
6.7,530,74,3001,29.5,91,Ampalaya,augmented_smote
6.6,529,73,3037,29.2,88,Ampalaya,augmented_smote
6.3,526,72,3169,29.2,89,Ampalaya,augmented_smote
6.7,530,74,3016,29.5,92,Ampalaya,augmented_smote
6.5,528,72,3069,29.1,88,Ampalaya,augmented_smote
6.3,527,72,3161,29.0,90,Ampalaya,augmented_smote
6.5,528,74,3099,29.3,90,Ampalaya,augmented_smote
6.6,529,73,3051,29.4,91,Ampalaya,augmented_smote
6.5,527,74,3109,29.3,90,Ampalaya,augmented_smote
6.6,527,73,3100,29.2,90,Ampalaya,augmented_smote
6.4,527,72,3139,29.0,90,Ampalaya,augmented_smote
6.7,529,73,3023,29.2,88,Ampalaya,augmented_smote
6.5,527,72,3119,29.1,90,Ampalaya,augmented_smote
6.3,526,72,3175,29.2,89,Ampalaya,augmented_smote
6.7,529,73,3030,29.2,87,Ampalaya,augmented_smote
6.3,526,72,3171,29.2,89,Ampalaya,augmented_smote
6.6,528,72,3083,29.1,91,Ampalaya,augmented_smote
6.3,525,74,3181,29.1,88,Ampalaya,augmented_smote
6.3,525,74,3193,29.1,88,Ampalaya,augmented_smote
6.3,525,74,3196,29.1,88,Ampalaya,augmented_smote
6.6,527,73,3100,29.2,90,Ampalaya,augmented_smote
6.7,528,73,3049,29.2,91,Ampalaya,augmented_smote
6.6,529,73,3037,29.4,92,Ampalaya,augmented_smote
6.4,527,72,3154,29.2,89,Ampalaya,augmented_smote
6.6,527,73,3090,29.2,90,Ampalaya,augmented_smote
6.7,528,73,3037,29.2,90,Ampalaya,augmented_smote
6.7,529,73,3024,29.2,87,Ampalaya,augmented_smote
6.3,526,72,3174,29.1,89,Ampalaya,augmented_smote
6.3,526,72,3180,29.2,89,Ampalaya,augmented_smote
6.7,528,73,3047,29.2,91,Ampalaya,augmented_smote
6.7,529,73,3009,29.2,87,Ampalaya,augmented_smote
6.7,530,74,3001,29.5,91,Ampalaya,augmented_smote
6.3,527,72,3161,29.0,90,Ampalaya,augmented_smote
6.6,528,73,3064,29.2,88,Ampalaya,augmented_smote
6.5,528,73,3093,29.2,88,Ampalaya,augmented_smote
6.7,530,74,3001,29.5,92,Ampalaya,augmented_smote
6.3,525,73,3191,29.1,88,Ampalaya,augmented_smote
6.6,528,73,3034,29.2,87,Ampalaya,augmented_smote
6.3,526,73,3187,29.1,89,Ampalaya,augmented_smote
6.5,529,73,3075,29.3,91,Ampalaya,augmented_smote
5.5,455,85,1150,27.1,85,Avocado,original
6.1,415,79,1750,28.3,83,Avocado,original
6.2,440,80,1450,28.1,88,Avocado,original
5.9,430,82,1500,27.0,80,Avocado,original
5.7,425,85,1100,26.9,81,Avocado,original
5.5,410,86,1300,26.7,82,Avocado,original
5.6,460,84,1000,27.5,85,Avocado,original
6.0,450,83,950,27.8,86,Avocado,original
5.9,430,82,1498,27.0,80,Avocado,augmented_smote
5.6,417,86,1208,26.8,82,Avocado,augmented_smote
5.7,456,84,982,27.6,85,Avocado,augmented_smote
5.9,451,83,957,27.8,86,Avocado,augmented_smote
5.6,449,84,1241,27.1,84,Avocado,augmented_smote
6.0,433,81,1485,27.3,82,Avocado,augmented_smote
5.8,427,84,1150,27.1,82,Avocado,augmented_smote
5.6,452,84,1023,27.4,84,Avocado,augmented_smote
5.7,424,85,1116,26.9,81,Avocado,augmented_smote
5.6,454,84,1092,27.3,85,Avocado,augmented_smote
6.0,433,82,1292,27.6,85,Avocado,augmented_smote
5.7,422,84,1422,26.9,81,Avocado,augmented_smote
5.8,429,84,1182,27.2,83,Avocado,augmented_smote
5.6,421,85,1153,26.8,81,Avocado,augmented_smote
6.1,416,79,1741,28.3,83,Avocado,augmented_smote
5.9,427,81,1551,27.3,81,Avocado,augmented_smote
5.6,454,85,1104,27.3,85,Avocado,augmented_smote
5.6,459,84,994,27.5,85,Avocado,augmented_smote
5.6,442,85,1129,27.0,83,Avocado,augmented_smote
5.9,429,82,1393,27.6,86,Avocado,augmented_smote
5.6,443,84,1050,27.2,83,Avocado,augmented_smote
6.1,415,79,1748,28.3,83,Avocado,augmented_smote
5.7,434,85,1075,27.0,82,Avocado,augmented_smote
5.7,425,85,1119,26.9,81,Avocado,augmented_smote
6.0,420,80,1673,27.9,82,Avocado,augmented_smote
5.7,425,85,1097,26.9,81,Avocado,augmented_smote
6.2,440,80,1442,28.1,88,Avocado,augmented_smote
5.5,430,86,1234,26.9,83,Avocado,augmented_smote
5.8,421,84,1356,27.2,84,Avocado,augmented_smote
5.5,427,86,1243,26.9,83,Avocado,augmented_smote
5.6,440,85,1125,27.0,83,Avocado,augmented_smote
5.6,460,84,1010,27.5,85,Avocado,augmented_smote
6.0,450,83,968,27.7,86,Avocado,augmented_smote
6.0,420,80,1674,27.9,82,Avocado,augmented_smote
5.6,459,84,1044,27.4,85,Avocado,augmented_smote
5.6,452,84,1213,27.3,86,Avocado,augmented_smote
5.6,458,84,1052,27.4,85,Avocado,augmented_smote
5.9,451,83,980,27.7,86,Avocado,augmented_smote
5.8,450,83,1259,27.5,86,Avocado,augmented_smote
5.8,413,82,1546,27.6,83,Avocado,augmented_smote
5.6,451,84,1026,27.3,84,Avocado,augmented_smote
6.0,418,81,1537,27.8,82,Avocado,augmented_smote
6.0,430,82,1400,27.6,86,Avocado,augmented_smote
6.1,415,80,1716,28.2,83,Avocado,augmented_smote
5.5,454,85,1172,27.1,85,Avocado,augmented_smote
6.1,415,80,1714,28.2,83,Avocado,augmented_smote
5.5,455,85,1152,27.1,85,Avocado,augmented_smote
5.9,451,83,985,27.7,86,Avocado,augmented_smote
5.8,425,83,1373,27.4,85,Avocado,augmented_smote
5.6,451,84,1212,27.2,85,Avocado,augmented_smote
5.6,435,85,1117,27.0,82,Avocado,augmented_smote
5.9,446,82,1337,27.7,87,Avocado,augmented_smote
5.8,423,84,1257,27.2,81,Avocado,augmented_smote
5.8,452,84,1047,27.5,86,Avocado,augmented_smote
5.6,415,85,1325,26.9,83,Avocado,augmented_smote
5.7,426,85,1116,27.0,81,Avocado,augmented_smote
5.6,460,84,1009,27.5,85,Avocado,augmented_smote
5.8,424,83,1370,27.4,85,Avocado,augmented_smote
6.0,432,82,1488,27.3,82,Avocado,augmented_smote
5.8,428,84,1166,27.1,82,Avocado,augmented_smote
5.5,440,85,1201,27.0,84,Avocado,augmented_smote
5.8,432,84,1108,27.3,84,Avocado,augmented_smote
5.8,455,84,976,27.6,85,Avocado,augmented_smote
5.7,426,85,1094,26.9,81,Avocado,augmented_smote
5.9,431,82,1493,27.2,81,Avocado,augmented_smote
6.1,435,81,1475,27.6,84,Avocado,augmented_smote
5.7,458,84,992,27.6,85,Avocado,augmented_smote
5.5,424,85,1217,26.9,83,Avocado,augmented_smote
5.5,456,85,1116,27.2,85,Avocado,augmented_smote
5.5,445,85,1184,27.0,84,Avocado,augmented_smote
5.7,424,85,1114,26.9,81,Avocado,augmented_smote
5.6,442,85,1129,27.0,83,Avocado,augmented_smote
6.1,434,81,1422,27.8,87,Avocado,augmented_smote
5.7,427,85,1154,27.2,84,Avocado,augmented_smote
5.6,454,85,1106,27.3,85,Avocado,augmented_smote
5.5,455,85,1152,27.1,85,Avocado,augmented_smote
5.9,428,82,1479,27.0,80,Avocado,augmented_smote
5.7,425,85,1099,26.9,81,Avocado,augmented_smote
5.6,416,86,1216,26.8,82,Avocado,augmented_smote
5.7,421,84,1407,26.9,81,Avocado,augmented_smote
6.2,429,80,1584,28.2,86,Avocado,augmented_smote
5.8,429,85,1074,27.1,82,Avocado,augmented_smote
5.7,434,85,1076,27.0,82,Avocado,augmented_smote
5.9,430,83,1218,27.3,83,Avocado,augmented_smote
4.0,632,62,8077,29.5,99,Bamboo,original
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
4.8,628,66,6000,28.8,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
4.1,628,63,7867,29.4,99,Bamboo,augmented_smote
5.5,628,66,6000,28.4,92,Bamboo,augmented_smote
4.2,628,64,7215,29.3,97,Bamboo,augmented_smote
5.0,628,66,6000,28.3,93,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
4.5,628,65,6865,29.2,96,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.1,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.1,92,Bamboo,augmented_smote
5.5,628,66,6000,28.3,92,Bamboo,augmented_smote
5.5,628,66,6000,28.1,92,Bamboo,augmented_smote
5.5,628,66,6000,28.1,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.4,628,66,6000,28.2,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
4.2,628,65,7272,29.3,98,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
4.4,628,64,7234,29.3,97,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.2,628,66,6000,28.8,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
4.5,628,65,7021,29.2,96,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.2,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
4.1,628,63,7811,29.4,98,Bamboo,augmented_smote
5.4,628,66,6000,28.0,92,Bamboo,augmented_smote
5.3,628,66,6000,28.8,92,Bamboo,augmented_smote
4.1,628,63,7833,29.5,98,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.5,92,Bamboo,augmented_smote
4.9,628,66,6000,29.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.6,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.2,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
4.9,628,66,6000,29.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.2,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
4.0,630,62,8022,29.5,99,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
4.3,628,66,6696,29.2,95,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
4.4,628,66,6383,29.0,97,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.2,92,Bamboo,augmented_smote
5.5,628,66,6000,28.3,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.3,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.4,628,66,6000,28.8,92,Bamboo,augmented_smote
5.5,628,66,6000,28.1,92,Bamboo,augmented_smote
4.2,628,64,7165,29.3,97,Bamboo,augmented_smote
4.8,628,66,6000,28.5,94,Bamboo,augmented_smote
5.5,628,66,6000,28.3,92,Bamboo,augmented_smote
5.5,628,66,6000,28.2,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
4.5,628,66,6039,29.1,94,Bamboo,augmented_smote
5.5,628,66,6000,28.1,92,Bamboo,augmented_smote
4.5,628,65,7006,29.2,96,Bamboo,augmented_smote
5.5,628,66,6000,28.2,92,Bamboo,augmented_smote
5.4,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.3,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
4.7,628,66,6000,28.9,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.1,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.5,628,66,6000,28.0,92,Bamboo,augmented_smote
5.7,400,86,850,27.0,87,Black Pepper,original
5.6,425,88,900,26.8,85,Black Pepper,original
5.5,410,89,800,26.6,89,Black Pepper,original
5.8,430,84,1000,27.3,88,Black Pepper,original
5.9,405,85,950,27.1,86,Black Pepper,original
5.5,415,87,750,26.5,84,Black Pepper,original
5.7,420,83,1050,27.2,85,Black Pepper,original
5.6,440,85,900,26.9,85,Black Pepper,original
5.7,438,88,890,26.7,85,Black Pepper,augmented_smote
5.7,438,88,890,26.8,85,Black Pepper,augmented_smote
5.7,438,88,900,26.8,85,Black Pepper,augmented_smote
5.7,438,87,913,26.9,85,Black Pepper,augmented_smote
5.7,438,86,890,26.8,85,Black Pepper,augmented_smote
5.7,440,85,901,26.9,85,Black Pepper,augmented_smote
5.7,438,88,897,26.8,85,Black Pepper,augmented_smote
5.7,438,88,890,26.6,88,Black Pepper,augmented_smote
5.7,438,87,900,26.8,85,Black Pepper,augmented_smote
5.7,438,86,920,27.0,85,Black Pepper,augmented_smote
5.7,438,85,890,26.9,86,Black Pepper,augmented_smote
5.7,438,87,900,26.8,85,Black Pepper,augmented_smote
5.7,438,87,920,26.9,86,Black Pepper,augmented_smote
5.7,438,88,895,26.8,85,Black Pepper,augmented_smote
